,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
9833,9833,1.01,1,2,4,63.9,57.0,4672,161.61777600000002
9834,9834,1.01,3,2,4,60.9,62.0,4672,162.57612
9835,9835,1.01,3,2,4,58.3,59.0,4672,171.58174799999998
9837,9837,0.91,4,6,6,62.5,56.0,4673,149.386984
9838,9838,1.1,1,4,4,60.5,61.0,4674,177.236574
9839,9839,1.21,3,0,3,61.0,60.0,4675,196.419872
9840,9840,1.08,4,6,4,61.9,58.0,4675,174.71601
9842,9842,1.05,4,4,4,60.9,56.0,4675,175.10476799999995
9843,9843,1.01,3,1,5,62.5,58.0,4676,165.01791599999999
9845,9845,1.22,4,0,4,61.2,57.0,4676,199.27614
9846,9846,0.91,3,5,5,62.2,60.0,4676,146.178432
9847,9847,1.0,4,3,6,61.4,55.0,4676,165.92853200000005
9848,9848,1.01,3,4,4,61.9,58.0,4676,159.619644
9849,9849,0.9,3,5,6,62.8,58.0,4677,143.353728
9851,9851,1.07,4,4,4,62.0,57.0,4678,173.90603999999996
9852,9852,1.07,4,4,4,61.5,57.0,4678,175.6161
9854,9854,0.9,4,4,5,62.7,56.0,4678,148.42551999999998
9856,9856,1.02,3,4,6,63.0,58.0,4678,163.63008000000002
9858,9858,1.18,1,6,6,64.2,62.0,4678,182.60549999999998
9859,9859,1.02,1,4,6,63.7,61.0,4678,155.467158
9860,9860,0.91,4,3,5,62.4,56.0,4678,146.5618
9861,9861,1.19,4,0,6,62.0,56.0,4678,193.81156
9863,9863,1.03,1,6,6,63.2,58.0,4679,166.14476999999997
9864,9864,1.03,3,2,4,61.7,58.0,4679,168.22
9866,9866,1.03,4,2,4,61.2,57.0,4679,172.03260899999998
9867,9867,1.03,4,6,6,62.4,57.0,4679,170.84681999999998
9868,9868,1.03,4,2,4,61.8,56.0,4679,168.638946
9870,9870,1.05,4,1,6,62.1,54.0,4679,173.91821999999996
9871,9871,1.0,1,4,6,60.1,65.0,4679,159.09376000000003
9872,9872,1.0,0,4,6,56.5,60.0,4679,165.3345
9873,9873,1.28,1,6,4,63.6,57.0,4679,195.75012600000002
9875,9875,1.01,4,3,6,61.4,60.0,4680,165.93012000000004
9879,9879,0.95,3,4,6,62.9,59.0,4682,148.797168
9880,9880,0.9,1,2,5,65.8,58.0,4682,142.199605
9881,9881,1.09,3,2,4,62.2,59.0,4682,168.95936200000003
9882,9882,1.09,1,2,4,63.8,60.0,4682,177.37948800000004
9883,9883,1.06,4,2,4,61.2,57.0,4682,172.03260899999998
9885,9885,0.95,3,4,6,62.3,60.0,4682,154.20257999999998
9886,9886,1.05,3,3,6,62.2,58.0,4682,169.21970000000002
9887,9887,1.03,4,4,4,61.6,55.0,4683,167.28234600000002
9888,9888,1.02,4,4,4,61.6,56.0,4684,169.682348
9893,9893,1.01,4,1,5,59.9,61.0,4685,165.28083
9894,9894,1.02,4,1,6,61.3,57.0,4685,166.701491
9895,9895,0.9,1,3,5,58.2,59.0,4685,148.554972
9896,9896,1.01,1,5,4,58.7,63.0,4685,165.67319999999998
9897,9897,1.2,3,0,4,58.7,59.0,4685,198.408354
9898,9898,1.21,3,1,4,62.3,59.0,4686,195.305022
9899,9899,1.07,4,0,5,61.7,58.0,4686,174.55094999999997
9900,9900,1.07,4,0,5,61.6,56.0,4686,174.38458
9901,9901,1.24,3,0,6,61.8,58.0,4687,201.16950000000003
9902,9902,0.9,3,5,5,62.6,59.0,4687,142.13608799999997
9903,9903,0.9,3,4,3,59.0,58.0,4687,148.114404
9904,9904,1.11,3,3,3,62.3,57.0,4687,182.80335599999998
9906,9906,1.0,0,4,6,56.9,63.0,4688,155.17925999999997
9908,9908,1.02,3,3,6,62.6,59.0,4688,164.50383399999998
9909,9909,1.01,3,5,4,62.9,59.0,4688,160.376853
9910,9910,1.14,3,6,4,61.1,59.0,4688,187.436928
9912,9912,1.15,3,5,4,62.3,58.0,4688,187.63643799999997
9913,9913,1.13,3,3,6,61.2,59.0,4689,181.24176
9915,9915,0.9,4,3,3,61.9,56.0,4689,147.606144
9916,9916,1.06,3,5,6,63.0,56.0,4689,172.52847
9917,9917,1.13,3,3,6,62.1,58.0,4689,185.18130000000002
9921,9921,1.25,3,0,4,61.5,57.0,4690,207.6228
9923,9923,0.92,4,4,4,61.5,53.0,4691,152.23067999999998
9924,9924,1.1,3,5,4,60.1,62.0,4691,178.398885
9925,9925,1.01,1,5,6,63.3,57.0,4692,162.09484199999997
9926,9926,1.09,4,1,6,59.4,61.0,4692,178.92647200000002
9927,9927,1.05,3,3,6,61.9,58.0,4692,168.11925000000002
9929,9929,1.05,3,3,6,59.5,58.0,4692,175.11476400000004
9930,9930,1.11,3,6,4,58.8,59.0,4692,183.41232
9933,9933,0.93,3,2,4,62.0,56.0,4692,150.927678
9934,9934,1.27,4,0,4,62.6,57.0,4693,202.6504
9937,9937,0.9,3,2,6,62.2,58.0,4693,144.242436
9940,9940,1.01,4,0,3,61.2,57.0,4693,165.76758
9941,9941,1.01,4,3,4,61.1,56.0,4693,164.83824000000004
9943,9943,0.96,1,2,6,61.0,61.0,4693,153.290445
9944,9944,1.01,4,5,4,62.0,56.0,4694,165.478068
9945,9945,1.01,4,6,6,62.3,57.0,4694,162.25504800000002
9946,9946,1.01,3,2,4,60.4,60.0,4694,165.107264
9947,9947,1.04,4,4,4,62.0,54.0,4695,170.267097
9948,9948,1.13,0,1,5,55.9,67.0,4695,190.8153
9949,9949,0.92,4,2,6,61.8,55.0,4696,151.8975
9950,9950,1.04,4,1,3,63.0,56.0,4696,167.18562
9953,9953,1.09,1,4,4,60.3,61.0,4698,178.574832
9954,9954,1.07,4,5,4,62.4,57.0,4698,174.24048
9955,9955,1.33,0,4,7,62.0,56.0,4698,215.47338
9956,9956,1.11,3,4,6,60.4,58.0,4699,179.289864
9957,9957,1.09,3,3,4,62.0,57.0,4700,176.64564000000001
9958,9958,0.93,4,5,6,59.6,57.0,4700,155.811474
9959,9959,1.07,3,4,4,62.0,58.0,4700,173.91578399999997
9961,9961,1.09,1,3,6,62.4,64.0,4700,175.997199
9962,9962,1.15,3,5,4,61.8,56.0,4701,187.68375000000003
9965,9965,1.0,4,3,6,60.3,56.0,4702,168.004752
9966,9966,1.0,3,3,6,61.5,58.0,4702,161.88081
9968,9968,1.14,1,1,6,63.5,56.0,4702,182.51472400000003
9969,9969,1.0,1,3,6,63.7,60.0,4702,160.31357999999997
9970,9970,1.14,3,3,4,60.6,59.0,4702,189.20795999999999
9972,9972,0.72,4,5,1,61.6,56.0,4702,117.78012499999997
9973,9973,1.16,3,0,5,62.2,59.0,4702,188.47870799999998
9976,9976,1.2,1,3,4,64.1,57.0,4704,189.68193999999997
9977,9977,1.32,3,1,4,60.8,58.0,4704,214.92819000000003
9979,9979,1.0,0,2,6,66.3,58.0,4704,150.06984
9980,9980,1.5,0,1,7,66.1,57.0,4704,234.58406399999998
9981,9981,1.5,0,1,7,69.7,56.0,4704,230.81052000000003
9983,9983,1.0,4,3,5,62.5,58.0,4704,160.330038
9984,9984,1.26,4,1,4,59.6,57.0,4704,206.77817600000003
9985,9985,1.0,3,5,4,61.2,60.0,4704,163.15146
9986,9986,1.12,3,1,6,60.8,57.0,4704,185.24428
9988,9988,1.5,0,1,4,64.9,61.0,4704,233.876412
9989,9989,1.2,3,0,3,62.0,59.0,4704,190.16659199999998
9990,9990,1.12,3,3,4,61.9,58.0,4704,186.28686000000005
9991,9991,1.0,3,4,6,60.3,61.0,4704,158.35032399999997
9992,9992,1.0,3,5,4,61.7,58.0,4704,159.214518
9995,9995,1.0,3,5,4,61.4,61.0,4704,159.808992
9996,9996,1.0,3,5,4,61.1,58.0,4704,164.83824000000004
9997,9997,1.0,3,2,6,62.0,58.0,4704,158.85646599999998
9999,9999,1.0,0,2,6,65.9,54.0,4704,158.6208
10001,10001,1.03,1,3,6,59.3,56.0,4705,171.524304
10002,10002,1.22,0,4,4,65.0,56.0,4705,200.30692
10003,10003,0.91,4,5,6,61.0,57.0,4706,152.16537599999998
10004,10004,1.01,3,5,5,60.8,58.0,4706,160.4928
10009,10009,1.13,4,6,4,60.8,56.0,4707,181.16044799999997
10011,10011,1.01,3,3,6,62.2,54.0,4707,166.56256800000003
10012,10012,1.01,3,3,6,62.6,61.0,4707,162.15519600000002
10013,10013,1.14,4,0,6,61.7,54.0,4708,187.68541000000002
10014,10014,1.02,4,6,6,60.3,56.0,4708,169.72281
10015,10015,1.13,4,3,5,62.0,55.0,4708,183.46285999999998
10017,10017,1.11,4,3,4,61.4,57.0,4709,180.426168
10018,10018,1.11,4,1,6,61.9,57.0,4709,181.47869400000002
10019,10019,0.34,4,2,7,62.5,57.0,413,56.196839999999995
10020,10020,0.34,4,2,7,61.4,55.0,413,56.34179999999999
10021,10021,0.31,4,1,6,60.9,57.0,414,51.337692000000004
10022,10022,0.23,4,1,1,63.0,56.0,414,37.95402
10023,10023,0.23,3,1,1,60.5,61.0,414,37.730399999999996
10024,10024,0.3,1,2,4,60.8,65.0,414,47.51604
10027,10027,0.29,1,4,3,62.1,56.0,415,47.684736
10028,10028,0.33,4,4,4,61.4,55.0,416,55.1925
10029,10029,0.3,0,0,5,64.8,58.0,416,47.976448000000005
10030,10030,0.33,1,3,4,63.5,57.0,416,53.210311999999995
10031,10031,0.26,4,1,3,62.5,53.0,417,42.92812800000001
10032,10032,0.31,4,3,6,61.2,58.0,417,51.413924
10034,10034,0.24,3,5,5,62.6,58.0,417,40.360047
10037,10037,0.3,1,6,6,63.2,55.0,417,49.343579999999996
10038,10038,0.34,3,0,5,62.3,60.0,417,55.87086600000001
10039,10039,0.34,1,4,4,63.9,56.0,417,54.967439999999996
10042,10042,0.31,4,0,6,61.3,56.0,418,51.72332
10043,10043,0.31,3,1,6,59.6,58.0,418,51.262908
10044,10044,0.31,4,1,6,62.5,56.0,418,50.386050000000004
10046,10046,0.31,3,1,6,60.1,59.0,418,50.993712
10047,10047,0.31,4,1,6,62.2,56.0,418,51.397318000000006
10049,10049,0.3,4,3,2,60.8,58.0,590,50.258309999999994
10050,10050,0.3,4,3,2,62.1,55.0,590,50.97276000000001
10056,10056,0.31,4,4,5,61.8,53.0,591,51.56136000000001
10057,10057,0.31,4,4,5,60.5,57.0,591,51.497334
10058,10058,0.31,4,4,5,61.3,55.0,591,51.17861999999999
10059,10059,0.31,4,3,6,61.5,56.0,591,51.487676
10060,10060,0.35,1,4,4,63.8,56.0,591,56.81760000000001
10061,10061,0.32,3,3,6,60.9,60.0,591,52.43348
10062,10062,0.32,3,3,6,61.8,56.0,591,53.21316
10064,10064,0.32,3,3,6,63.0,59.0,591,51.846554000000005
10067,10067,0.32,3,3,6,62.3,60.0,591,52.37232000000001
10068,10068,0.32,3,3,6,62.6,55.0,591,52.445244
10069,10069,0.32,3,3,6,62.0,58.0,591,52.300703999999996
10070,10070,0.32,1,3,6,63.7,55.0,591,51.20225
10071,10071,0.35,3,0,3,62.2,58.0,591,57.28072600000001
10072,10072,0.35,4,4,4,62.8,55.0,591,57.43315200000001
10073,10073,0.4,1,0,5,64.0,57.0,591,65.84700000000001
10076,10076,0.33,4,1,1,62.1,54.0,592,55.670612
10077,10077,0.32,4,3,3,61.6,56.0,592,53.817036
10078,10078,0.33,4,3,3,62.2,53.3,592,55.22272000000001
10079,10079,1.07,1,2,4,61.0,62.0,4710,178.55639999999997
10080,10080,1.16,4,6,4,61.7,56.0,4710,192.711376
10084,10084,1.12,4,6,4,62.4,56.0,4712,183.521715
10085,10085,1.02,4,5,4,60.3,57.0,4712,167.65775000000002
10086,10086,1.0,1,4,6,63.3,61.0,4712,158.362701
10088,10088,1.02,1,5,4,63.4,57.0,4712,167.750341
10089,10089,1.02,1,5,4,63.2,56.0,4712,164.96006800000004
10091,10091,0.9,1,4,6,63.6,55.0,4712,146.78820000000002
10093,10093,1.1,3,6,6,59.6,60.0,4712,180.632
10095,10095,1.0,4,3,4,61.4,60.0,4713,159.55772
10096,10096,1.05,4,5,4,60.3,61.0,4714,171.88511999999997
10097,10097,1.22,4,1,4,60.7,57.0,4714,199.484224
10101,10101,1.2,3,0,5,60.3,59.0,4715,199.68462
10105,10105,1.2,3,0,6,60.0,61.0,4717,194.16571199999998
10106,10106,1.08,3,3,4,61.2,58.0,4717,175.98078400000003
10108,10108,1.17,0,3,4,60.0,66.0,4717,190.229172
10109,10109,0.9,3,2,5,61.6,62.0,4717,140.138208
10110,10110,0.9,1,2,5,57.7,61.0,4717,146.25112000000001
10111,10111,1.04,3,4,4,60.2,58.0,4717,171.1908
10114,10114,1.02,3,6,6,63.0,55.0,4718,167.184
10115,10115,1.02,3,6,6,60.8,58.0,4718,165.44060000000002
10116,10116,1.02,3,6,6,61.0,59.0,4718,164.42092800000003
10118,10118,1.02,3,2,4,61.5,56.0,4718,168.057603
10119,10119,1.02,3,2,4,60.3,58.0,4718,165.618432
10122,10122,1.01,1,2,4,63.6,57.0,4719,164.33482499999997
10123,10123,1.01,3,6,6,59.8,58.0,4719,168.690144
10126,10126,1.11,4,3,4,62.6,56.0,4719,181.15398000000002
10127,10127,1.06,3,4,4,62.5,58.0,4719,169.78167
10128,10128,1.32,3,1,3,62.4,58.0,4719,212.72265600000003
10129,10129,1.12,3,3,6,61.6,58.0,4719,182.839104
10131,10131,1.12,4,4,4,61.6,57.0,4720,182.848968
10134,10134,1.0,4,4,4,62.7,57.0,4721,163.990554
10136,10136,1.0,1,3,5,63.6,61.0,4722,153.6975
10137,10137,1.05,4,1,4,61.8,59.0,4723,170.36639399999999
10138,10138,1.04,3,2,4,61.0,59.0,4724,169.450092
10141,10141,1.02,4,3,6,60.0,59.0,4724,168.86424
10142,10142,0.9,4,4,6,61.3,56.0,4724,147.40242300000003
10143,10143,0.93,4,2,6,61.6,57.0,4724,153.99370799999997
10144,10144,1.14,4,1,6,61.8,57.0,4724,187.40072
10145,10145,1.0,3,3,6,62.7,58.0,4724,161.639688
10146,10146,1.25,1,1,4,63.9,56.0,4725,200.09005799999997
10147,10147,1.17,4,6,4,61.1,56.0,4725,194.52216
10149,10149,1.1,0,2,4,64.6,54.0,4725,179.66396799999998
10150,10150,1.1,3,1,6,61.2,61.0,4725,176.530626
10151,10151,1.1,4,3,4,63.1,58.0,4725,175.949544
10152,10152,1.1,3,2,4,62.4,58.0,4725,178.21782000000002
10156,10156,1.0,1,2,4,61.1,61.0,4727,160.150081
10157,10157,1.23,1,0,5,63.6,60.0,4727,195.461409
10159,10159,0.91,3,5,6,59.8,59.0,4729,146.32525600000002
10161,10161,1.05,4,4,6,61.8,57.0,4729,171.57886200000002
10162,10162,1.05,1,4,6,57.9,62.0,4729,174.430832
10163,10163,1.0,3,2,4,62.4,58.0,4730,159.424848
10164,10164,1.38,0,6,4,61.2,59.0,4730,224.539386
10165,10165,1.03,3,5,4,61.8,56.0,4730,168.64055
10167,10167,0.91,4,6,6,61.9,56.0,4731,147.60806399999998
10168,10168,1.0,1,3,3,62.1,64.0,4732,154.64832
10170,10170,1.0,0,4,5,66.7,57.0,4732,149.46282
10172,10172,1.0,3,3,3,62.7,58.0,4732,160.481958
10173,10173,1.0,3,3,3,59.1,60.0,4732,157.3542
10174,10174,1.0,0,3,3,64.1,60.0,4732,157.13585999999998
10176,10176,1.08,4,6,4,62.1,57.0,4733,176.112384
10178,10178,1.22,3,1,4,61.5,61.0,4735,198.587714
10179,10179,1.22,3,1,4,61.5,61.0,4735,198.587714
10180,10180,0.9,3,2,6,59.4,61.0,4735,149.31
10181,10181,0.9,3,2,6,63.0,56.0,4735,143.96150999999998
10182,10182,1.22,3,1,4,61.7,59.0,4735,195.81552
10183,10183,1.0,1,6,6,63.9,60.0,4737,155.60760599999998
10186,10186,1.33,3,4,4,60.4,60.0,4737,219.718197
10187,10187,1.14,3,4,4,62.9,59.0,4737,183.299856
10188,10188,1.06,3,5,4,60.5,60.0,4737,177.236574
10190,10190,1.02,4,1,6,62.0,56.0,4738,166.4096
10193,10193,1.05,3,3,5,60.5,58.0,4739,179.01663000000002
10194,10194,0.91,3,5,5,62.8,59.0,4739,146.849085
10195,10195,0.91,3,5,5,61.6,58.0,4739,145.98396000000002
10197,10197,0.93,3,5,6,62.8,56.0,4739,151.75492
10198,10198,1.08,3,3,6,61.7,59.0,4740,175.78175999999996
10199,10199,1.08,4,3,6,62.7,57.0,4740,171.69213600000003
10201,10201,0.8,4,6,2,61.5,55.0,4740,131.15704000000002
10202,10202,0.8,4,6,2,61.4,57.0,4740,131.23919999999998
10203,10203,1.04,4,4,4,61.2,57.0,4740,173.51927999999995
10204,10204,0.9,4,3,6,61.6,56.0,4740,146.837362
10205,10205,1.21,3,4,4,61.5,57.0,4740,202.6332
10207,10207,1.04,3,6,6,60.6,61.0,4742,174.7668
10208,10208,1.05,3,5,4,59.5,59.0,4742,172.66459
10209,10209,1.02,4,3,4,59.8,58.0,4742,169.636485
10210,10210,1.08,1,5,4,63.7,57.0,4742,176.14509
10211,10211,1.05,3,5,4,60.4,58.0,4742,171.363065
10212,10212,1.16,4,1,6,61.5,60.0,4742,187.78874399999998
10213,10213,1.08,3,5,4,60.2,58.0,4742,176.6192
10214,10214,1.26,4,0,4,62.5,53.0,4742,203.5362
10215,10215,1.21,3,3,6,60.5,60.0,4743,187.17148799999998
10216,10216,1.15,3,3,4,61.6,60.0,4743,188.244
10218,10218,1.0,4,5,4,61.8,57.0,4743,162.707292
10220,10220,1.31,3,4,4,62.7,61.0,4743,210.26448800000006
10221,10221,0.97,4,6,4,61.6,56.0,4743,157.65471899999997
10222,10222,1.01,1,5,6,62.6,61.0,4743,164.50383399999998
10223,10223,1.0,3,4,5,58.7,56.0,4743,156.76869599999998
10224,10224,1.11,3,1,5,58.3,60.0,4744,184.109544
10226,10226,1.2,4,0,4,63.3,54.0,4744,194.54803199999998
10227,10227,1.2,4,0,4,61.7,56.0,4744,196.385133
10228,10228,0.91,1,6,3,64.1,60.0,4744,144.40374
10230,10230,1.06,4,1,6,61.9,54.0,4745,175.94772799999998
10231,10231,1.01,3,3,5,62.6,60.0,4745,162.15519600000002
10232,10232,1.19,3,1,4,62.6,58.0,4745,190.39725
10233,10233,1.02,4,4,4,61.8,57.0,4746,166.505493
10236,10236,1.26,0,2,4,64.5,59.0,4746,196.56945
10237,10237,1.02,4,3,6,62.5,57.0,4746,166.462572
10238,10238,1.13,3,1,6,62.8,57.0,4746,185.40473599999999
10239,10239,1.18,3,3,6,60.1,60.0,4746,190.68075
10240,10240,1.13,3,3,4,62.7,55.0,4746,184.40115300000002
10241,10241,1.11,3,3,6,58.9,59.0,4748,184.4128
10242,10242,0.94,3,4,6,59.8,61.0,4748,154.596465
10244,10244,1.01,1,3,6,63.4,59.0,4749,159.2608
10245,10245,1.01,4,3,6,62.6,55.0,4749,164.761677
10246,10246,1.01,1,3,6,63.1,59.0,4749,160.78080000000003
10247,10247,1.01,1,3,6,63.7,60.0,4749,161.22015
10249,10249,1.0,3,4,4,61.4,61.0,4749,163.5616
10250,10250,1.06,4,1,6,61.2,56.0,4749,174.74886
10251,10251,1.06,4,3,4,59.9,58.0,4749,176.00395799999998
10252,10252,1.1,4,6,4,62.1,56.0,4750,180.11787300000003
10253,10253,0.93,3,6,5,62.2,59.0,4750,150.833448
10254,10254,1.01,3,5,4,61.6,56.0,4751,163.46880000000002
10255,10255,0.81,4,6,0,62.4,54.0,4751,132.137004
10256,10256,1.01,0,2,6,63.5,58.0,4751,158.75
10257,10257,1.01,0,3,5,64.5,60.0,4751,159.46875
10258,10258,1.01,3,5,4,62.6,59.0,4751,162.15519600000002
10259,10259,1.01,3,5,4,61.5,58.0,4751,162.55040000000002
10260,10260,1.01,1,5,4,63.7,58.0,4751,162.38860800000003
10261,10261,1.01,4,5,4,61.2,54.0,4751,168.412904
10262,10262,1.01,3,5,4,59.5,59.0,4751,167.82948
10263,10263,1.01,4,5,4,62.2,54.0,4751,163.939923
10264,10264,1.01,3,5,4,62.6,57.0,4751,159.576135
10265,10265,1.01,0,2,6,64.6,60.0,4751,146.605824
10266,10266,1.01,3,2,6,62.8,58.0,4751,159.72138
10267,10267,1.01,4,5,4,59.2,56.0,4751,170.834547
10268,10268,1.01,4,5,4,61.1,57.0,4751,167.73091200000002
10269,10269,1.01,0,2,6,66.9,54.0,4751,161.848125
10270,10270,1.2,1,1,6,63.1,58.0,4752,188.866944
10272,10272,1.03,4,2,4,60.7,55.0,4752,172.22156700000002
10273,10273,1.07,4,6,4,62.1,55.0,4752,176.375952
10274,10274,1.04,4,6,4,62.0,56.0,4752,170.528644
10276,10276,1.01,4,2,4,61.2,56.0,4753,163.149884
10278,10278,1.02,3,3,6,59.2,58.0,4754,169.11180000000002
10279,10279,1.04,4,4,4,62.1,57.0,4754,168.280416
10281,10281,1.11,3,6,4,62.3,58.0,4755,181.54034500000003
10282,10282,1.11,3,6,4,61.2,59.0,4755,184.04244
10283,10283,1.11,4,6,4,60.5,56.0,4755,181.260585
10284,10284,1.11,3,6,4,61.5,58.0,4755,179.60976
10286,10286,1.08,4,1,6,60.3,60.0,4757,177.063154
10287,10287,1.03,4,5,4,62.3,56.0,4758,169.634752
10288,10288,1.03,3,5,4,61.8,59.0,4758,165.318852
10289,10289,1.0,1,6,6,57.2,59.0,4758,167.53895999999997
10290,10290,1.0,3,2,4,61.6,60.0,4758,157.659411
10292,10292,1.02,0,3,6,65.5,60.0,4758,160.40757999999997
10293,10293,1.19,3,6,4,58.9,60.0,4758,198.1196
10295,10295,1.01,1,4,6,63.5,59.0,4759,162.23571
10298,10298,1.03,4,3,6,61.0,55.0,4759,173.35390399999997
10301,10301,1.0,4,5,4,61.9,56.0,4760,163.37344000000002
10302,10302,1.0,1,1,5,61.7,60.2,4761,155.77185
10303,10303,1.19,3,0,5,62.8,57.0,4761,192.15198000000004
10304,10304,1.09,3,3,4,59.6,61.0,4761,176.08815900000002
10307,10307,0.99,4,1,6,61.8,57.0,4763,162.70848
10310,10310,1.1,4,3,6,62.5,57.0,4764,177.94655999999998
10311,10311,1.25,4,0,6,62.7,57.0,4764,203.418208
10312,10312,0.81,4,5,3,61.6,55.0,4764,132.39424799999998
10313,10313,1.03,3,2,4,61.7,58.0,4764,168.22
10315,10315,1.03,4,2,4,62.8,56.0,4764,168.22808999999998
10316,10316,1.03,3,2,4,61.3,61.0,4764,166.44383800000003
10317,10317,1.03,4,2,4,61.2,57.0,4764,172.03260899999998
10318,10318,1.03,4,6,6,62.4,57.0,4764,170.84681999999998
10319,10319,1.07,4,1,5,62.1,56.0,4764,176.10626400000004
10320,10320,1.03,3,2,4,62.5,54.0,4764,168.58919999999998
10322,10322,1.07,3,3,6,60.7,60.0,4764,176.439408
10323,10323,1.03,4,2,4,61.8,56.0,4764,168.638946
10324,10324,1.07,4,4,4,62.0,57.0,4764,173.90603999999996
10325,10325,1.07,4,4,4,61.5,57.0,4764,175.6161
10326,10326,0.91,0,2,5,64.5,55.0,4765,150.37089600000002
10329,10329,1.12,1,1,5,63.8,55.0,4766,183.383811
10331,10331,1.01,1,5,6,64.3,59.0,4766,162.821978
10334,10334,1.09,1,4,4,63.2,58.0,4766,174.87175200000001
10335,10335,1.02,4,3,4,61.4,58.0,4766,168.315756
10336,10336,1.0,4,5,4,61.9,56.0,4766,163.118169
10338,10338,1.01,4,3,6,61.9,58.0,4767,165.99038400000003
10339,10339,1.11,3,6,6,61.5,58.0,4768,182.94159
10344,10344,1.01,3,3,5,62.3,62.0,4769,161.088705
10346,10346,1.21,3,0,6,59.9,60.0,4770,194.733448
10347,10347,0.9,4,5,5,62.7,56.0,4770,146.468472
10348,10348,0.9,1,5,5,63.7,54.0,4770,147.405045
10349,10349,0.9,3,4,3,59.0,58.0,4770,148.114404
10350,10350,0.9,1,4,3,62.8,57.0,4770,140.37564
10351,10351,0.9,4,5,4,61.8,56.0,4770,147.223668
10352,10352,0.91,0,5,3,64.5,58.0,4770,147.9433
10353,10353,1.04,3,4,6,61.5,59.0,4770,168.9964
10354,10354,1.04,4,4,6,62.2,57.0,4770,166.816
10355,10355,1.01,3,3,6,59.5,59.0,4771,166.379968
10356,10356,1.11,4,1,6,62.3,58.0,4771,181.2657
10357,10357,1.2,4,3,5,62.8,57.0,4771,187.97394
10358,10358,1.01,3,3,6,60.7,58.0,4771,164.51176500000003
10359,10359,1.08,4,6,6,61.4,56.0,4771,177.38951999999998
10360,10360,1.15,3,3,6,60.2,60.0,4772,191.438046
10361,10361,1.23,4,1,4,62.3,55.0,4773,199.01441999999997
10362,10362,1.23,4,1,4,62.3,55.0,4773,199.01441999999997
10363,10363,0.9,4,6,5,61.7,56.0,4773,148.797696
10364,10364,1.01,4,3,6,62.9,55.0,4773,162.9664
10365,10365,1.01,4,3,6,62.2,58.0,4773,163.01721799999999
10366,10366,1.23,3,1,4,62.1,59.0,4773,196.16921100000002
10367,10367,1.06,3,4,6,61.9,58.0,4774,174.447644
10368,10368,1.0,4,2,6,60.2,57.0,4774,166.12646400000003
10369,10369,1.06,3,4,6,62.4,58.0,4774,173.811792
10370,10370,1.01,3,4,6,62.2,58.0,4775,156.72054
10371,10371,0.91,4,6,3,62.3,55.0,4775,148.136764
10372,10372,1.15,3,6,6,62.0,58.0,4776,188.58241199999998
10373,10373,1.19,3,1,6,62.2,58.0,4777,191.36082000000002
10375,10375,1.2,3,0,6,58.5,61.0,4778,193.936275
10376,10376,1.09,4,0,5,43.0,54.0,4778,176.21858000000003
10377,10377,0.9,1,4,5,62.8,58.0,4778,140.14551600000001
10378,10378,1.13,4,4,4,62.3,57.0,4778,182.527218
10379,10379,0.29,0,2,5,64.7,62.0,592,45.431118
10380,10380,0.32,1,4,6,63.8,59.0,593,51.083175000000004
10384,10384,0.38,4,1,6,61.9,54.0,593,62.40614399999999
10385,10385,0.38,4,1,6,61.8,54.0,593,63.296780000000005
10386,10386,0.3,0,4,3,61.7,66.0,593,48.3582
10387,10387,0.31,4,6,6,62.2,55.0,593,51.94329600000001
10388,10388,0.31,3,6,6,58.8,62.0,593,50.25584199999999
10389,10389,0.31,3,6,6,61.4,58.0,593,49.87100999999999
10390,10390,0.31,3,6,6,61.8,60.0,593,50.362559999999995
10391,10391,0.31,4,6,6,62.8,55.0,593,51.655968
10392,10392,0.31,3,6,6,62.1,58.0,593,50.97276000000001
10393,10393,0.31,3,6,6,61.9,56.0,593,51.32484
10394,10394,0.31,4,6,6,62.2,55.0,593,51.39786
10396,10396,0.31,3,6,6,62.6,58.0,593,50.27022
10397,10397,0.31,3,6,6,63.0,58.0,593,50.76064
10399,10399,0.31,3,6,6,62.4,55.0,593,50.50458
10403,10403,0.31,1,2,4,63.7,58.0,593,50.12552999999999
10404,10404,0.31,3,2,4,61.5,60.0,593,49.756364
10405,10405,0.31,1,6,6,63.6,57.0,593,50.89741800000001
10406,10406,0.31,4,6,6,63.0,56.0,593,50.76064
10407,10407,0.31,3,6,6,61.5,59.0,593,50.944656
10408,10408,0.31,3,6,6,61.7,55.0,593,51.67962
10409,10409,1.06,4,6,4,62.2,56.0,4778,171.8982
10411,10411,1.01,3,3,3,61.9,57.0,4779,163.118169
10412,10412,1.01,4,3,3,61.5,56.0,4779,165.41560800000002
10416,10416,0.8,4,2,5,61.3,56.0,4781,131.4594
10417,10417,1.01,1,6,6,63.3,59.0,4781,156.316368
10418,10418,1.03,4,1,6,61.1,55.0,4782,171.60840000000002
10419,10419,1.03,4,1,6,62.2,54.0,4782,169.21970000000002
10420,10420,1.22,1,3,4,61.5,64.0,4782,202.338675
10421,10421,0.9,4,3,1,61.9,57.0,4783,148.70856000000003
10422,10422,1.01,4,6,4,61.5,57.0,4783,164.23506
10423,10423,1.24,4,0,4,60.1,57.0,4783,206.288316
10424,10424,1.09,1,3,6,63.2,57.0,4784,177.886692
